LOC_X,LOC_Y,count
20.0272365805169,22.486779324055668,503
-1.7517962710322845,6.634174624829471,2199
-11.782095238095236,18.27514285714286,525
8.568377823408627,23.01509240246407,484
18.44749455337691,5.0510893246187365,459
-0.26670716889428925,24.834933171324423,823
-23.341772151898727,8.912255466052937,869
-1.0390243902439025,56.55,41
-11.673846153846155,27.346923076923083,780
4.14649446494465,11.1549815498155,542
14.85980769230769,12.468846153846155,520
-8.835283018867923,9.061509433962264,527
-17.797488584474884,25.194063926940643,438
1.3269026548672571,31.24150442477876,565
0.8317814261210503,5.277566772849781,4081
14.105076923076924,27.322307692307692,650
-1.5534950071326674,11.978530670470755,701
-5.017380952380952,20.545238095238098,418
-21.386897590361443,18.77183734939759,664
-16.26510416666667,4.84097222222222,576
22.78840792369773,5.328723404255321,1363
7.392468619246861,5.588493723849375,478
15.173739495798317,19.50042016806723,476
-15.908542713567837,11.034170854271357,398
9.771864406779661,13.67542372881356,295
19.107142857142858,14.25,308
1.0540113708149084,7.360360075805439,1583
-22.850610328638496,5.886150234741783,1065
-2.8501547987616096,31.938854489164086,323
-12.7,42.93684210526315,38
7.497099447513812,29.062430939226516,724
1.3423423423423424,17.973723723723722,335
-12.70041841004184,22.45753138075314,478
-6.861712846347604,8.134760705289676,794
15.13197879858657,7.792402826855124,566
-0.9193548387096774,74.30483870967741,31
-9.600440528634362,18.35704845814978,454
-7.2605298013245045,29.2628476821192,755
6.4130023640661955,17.633451536643026,423
23.074568965517244,8.46793103448276,1160
9.774813432835824,20.13022388059702,541
12.192664670658683,28.11766467065869,668
0.01374284226965124,6.47860489328475,3842
21.9051413881748,19.360539845758357,389
-9.121021021021024,24.62777777777778,333
-14.810279441117748,25.480439121756486,1002
-2.191544991511035,5.937809847198626,2945
-0.01951807228915657,10.550481927710843,1245
9.348051948051948,9.305627705627705,462
-12.69767441860465,8.211860465116281,432
-3.2241935483870967,16.606182795698928,372
-6.834645669291338,13.420866141732283,381
11.700932400932402,5.173076923076925,429
15.266485013623972,24.49904632152589,734
16.84318181818182,36.42045454545455,44
-16.20771084337349,18.930000000000003,415
-19.46467576791809,20.756484641638227,586
-0.7306649858178399,5.090151276394577,3173
14.643478260869566,65.00217391304348,23
-3.8882414151925095,7.676118626430802,966
-22.781278538812792,15.371232876712329,438
-2.9774580335731406,24.99292565947242,417
5.52254196642686,20.377338129496405,420
2.036722119531729,6.904405422057927,1623
3.1981684981685,5.9681318681318665,1092
-1.190625,51.2125,32
-12.087816091954023,13.636666666666667,435
-8.77720207253886,6.88972366148532,579
0.2946902654867257,15.06646017699115,565
5.477694610778443,8.611526946107787,668
-2.055176933158584,30.069134993446923,763
-14.29974358974359,12.562564102564103,390
-0.12704918032786888,19.832622950819676,608
16.582288828337877,15.653814713896457,367
-15.956521739130439,71.18043478260869,23
-6.382411067193676,22.85375494071146,506
-4.713725490196077,5.745927601809955,663
-1.294390885188431,8.400394390885191,1141
13.256498194945847,18.68808664259928,554
-16.494130925507893,13.21117381489842,443
20.060963244613436,20.167997465145756,789
-17.62608695652174,53.0195652173913,46
9.257710843373495,28.534337349397596,830
4.381296758104738,22.378678304239404,402
-16.401290322580646,7.181451612903226,620
-3.466941015089163,10.685802469135805,725
0.02136734693877561,5.275244897959187,4900
14.214441416893733,4.3336512261580395,367
-14.584566929133858,27.359133858267725,635
-0.2870967741935484,37.28064516129032,62
23.25126135216953,3.632845610494451,979
4.287175324675325,29.990746753246754,616
-5.239102564102563,24.24252136752137,468
-10.196644295302011,29.686912751677852,440
15.792105263157893,52.46842105263158,38
23.134032634032636,12.918298368298368,429
10.535810810810812,21.808108108108108,592
-9.09113043478261,20.528956521739133,575
10.730381944444446,7.440277777777777,576
0.5882352941176472,84.92647058823529,17
5.714725274725276,23.933736263736268,454
-18.559058487874456,22.006633380884452,701
-18.823722627737226,3.9572992700729923,274
0.9560798548094374,6.254083484573494,3306
22.638379530916847,15.572814498933901,469
13.25292682926829,11.083414634146342,410
1.8026666666666666,11.618,675
16.804789053591804,23.410775370581526,877
16.799036144578317,11.05987951807229,415
-23.093296853625173,4.530574555403561,731
-12.997130242825607,10.678918322295806,453
5.488888888888889,15.623202614379085,459
-18.141630901287556,17.09420600858369,233
8.266524520255864,21.171535181236674,467
-10.513698630136986,33.33630136986301,72
-0.13457627118644067,32.61372881355932,295
-23.26651785714286,12.8265625,448
13.081871345029239,8.533820662768033,513
4.594270122783082,6.918349249658936,733
1.0131250000000003,9.733020833333333,960
1.8820197044334983,25.750246305418724,406
-0.817169260700389,7.4025291828793875,2056
23.022695852534547,6.873790322580649,1735
-1.3888174447861346,5.634372379088601,3577
-8.564505119453925,15.97013651877133,293
-14.584452296819787,6.455123674911662,570
-3.937301587301588,30.066402116402116,756
-16.42307692307692,35.638461538461534,52
-14.999568034557235,16.944816414686827,463
-6.401011804384487,9.928583473861721,598
2.5908096280087527,20.779321663019694,453
17.025120772946863,6.569323671497586,621
-3.0127659574468084,19.340577507598788,329
16.533159268929506,26.76749347258486,383
4.038420348058903,9.134738955823295,747
-0.35754716981132084,22.813396226415097,530
13.022874493927123,13.966396761133604,494
13.281070745697894,20.9480879541109,523
2.3134304207119745,30.023624595469258,618
-7.100150375939849,5.946541353383459,665
1.9490153172866522,13.47035010940919,457
13.73711615487317,25.782843791722296,749
-16.042341356673962,24.617724288840268,914
6.62871287128713,13.311138613861386,404
11.003495145631069,29.52184466019417,515
15.185670261941445,5.939522342064716,649
-1.9782608695652173,26.65496894409938,322
-0.7538354253835423,30.861157601115764,717
-12.543518518518514,20.29598765432099,648
-19.536269430051814,8.317616580310881,386
0.20363636363636367,44.88272727272727,55
3.0531722054380666,15.78202416918429,331
-7.307287449392711,21.018218623481783,494
-6.357142857142857,43.49285714285714,35
-10.330434782608695,57.58043478260869,23
11.275259875259875,9.72027027027027,481
-8.830097087378636,28.655097087378635,828
-17.000726392251817,9.089225181598064,413
10.089595375722542,24.34335260115607,349
-0.6196035242290749,16.48612334801762,454
19.486618004866184,7.507177615571776,412
-0.11928104575163404,13.3281045751634,918
-22.10313043478261,17.177652173913046,575
23.1007530120482,10.527259036144578,664
11.485239085239085,15.437318087318086,481
-5.96358024691358,31.400308641975307,324
-1.7938551859099794,5.022915851272019,2555
-14.057608695652172,4.253804347826087,367
-16.311354581673303,26.344223107569725,502
-6.281741573033708,15.57191011235955,356
-4.7325465838509295,9.157329192546586,804
-12.630769230769232,83.47307692307693,13
7.883333333333333,55.161111111111104,36
-5.907857142857145,17.55166666666667,420
18.857771664374145,21.153713892709767,727
12.326572528883183,26.756675224646983,779
-3.88207343412527,22.73099352051836,465
8.684210526315788,11.301629072681704,399
8.771428571428572,42.870000000000005,35
-1.8010288065843625,14.393827160493828,486
-17.864220183486243,28.967431192660552,109
13.82830188679245,29.179811320754716,265
-0.4022710068130201,9.475056775170327,1321
5.955639097744363,29.59180451127819,665
-23.32294117647059,7.302132352941182,1360
-10.497444633730835,21.72359454855196,587
11.233798882681565,12.031564245810056,358
20.57883959044368,18.61877133105802,586
-12.910638297872335,27.43231382978724,752
21.875776397515526,17.214285714285715,644
-9.62997347480106,13.212068965517242,377
7.448441926345608,25.340084985835695,353
8.513660245183889,7.368914185639229,571
11.6,19.741704374057317,663
-4.500815217391304,14.45625,368
7.130313014827016,9.087232289950578,607
-20.264130434782608,22.173369565217392,368
4.453040540540541,25.936824324324327,293
-3.276161919040481,6.37278860569715,1334
7.93265306122449,19.234489795918368,492
-13.698039215686277,18.57428355957768,663
-18.84079754601227,11.075460122699386,326
-0.6044953116381702,5.809514616657454,3626
-1.5945054945054942,10.268481518481519,1001
6.106996587030719,10.897098976109216,586
6.5804123711340194,31.460652920962197,291
0.272121212121212,8.49888888888889,1485
2.4460591133004908,5.208620689655175,1218
16.78217054263566,13.369121447028423,387
0.5285714285714288,63.61857142857143,35
-23.8103409090909,5.663181818181821,880
11.900912408759122,17.408941605839416,548
18.581263616557738,24.393790849673202,459
-14.738369781312125,8.89155069582505,503
-10.59738562091503,7.899237472766885,459
-18.396226415094336,42.88207547169811,53
3.1349537037037045,23.98078703703704,432
-2.3749683944374205,7.2670037926675155,1583
13.013333333333332,79.41666666666666,15
9.53706004140787,5.51625258799172,483
-10.538181818181815,10.67409090909091,439
2.5685157421289357,9.998125937031485,667
-10.827204030226698,23.67392947103275,397
-23.26970684039088,10.764657980456025,614
-0.9593901593901596,6.505162855162852,2886
-17.1866527632951,23.52726798748697,959
-7.227195467422097,25.404674220963173,353
-14.449696969696971,14.672828282828283,495
-8.009313725490196,11.170833333333334,401
20.278193146417447,4.785202492211839,321
12.5225,32.745,80
19.513804713804713,10.706228956228957,297
10.72,27.71179487179488,780
15.017208413001908,9.787476099426387,523
4.30766129032258,13.32883064516129,496
17.00031948881789,17.923162939297125,313
-8.471575342465753,22.84332191780822,584
-10.015763546798027,5.233004926108377,406
-17.978188539741215,5.9322550831792995,541
3.9795774647887323,18.539788732394367,284
-8.247471910112358,30.533707865168537,355
-18.670673076923066,23.3573717948718,624
8.804545454545455,30.451420454545456,352
0.17776324395029425,4.405461085676922,1529
-7.5760084925690006,18.96231422505308,471
-5.506179066834806,7.260340479192938,793
-5.350929368029737,11.672118959107806,543
-19.0983606557377,13.902786885245902,305
1.5665973377703806,5.226663893510809,2404
-0.004334975369458115,11.795615763546799,1015
-20.652700729927,20.0936496350365,685
0.16681818181818187,29.931363636363635,880
14.210641627543037,16.91510172143975,639
-0.6730337078651684,18.291348314606743,447
-14.499156118143459,20.763502109704643,474
0.1054330065359477,7.342320261437921,2448
16.535189309576836,4.3947661469933195,449
-12.302315789473681,5.9184210526315795,470
18.083636363636362,42.99363636363636,55
15.206302521008398,25.824929971988798,714
6.4077551020408166,7.119659863945578,735
12.09051282051282,22.903076923076924,385
6.616527196652719,22.272175732217576,478
14.76753507014028,14.834969939879759,499
-3.360539215686274,12.793872549019609,408
-1.9183035714285714,23.687723214285718,448
0.23555501696558329,5.812312166747437,4126
9.957358490566037,18.129622641509435,530
-10.346511627906978,51.098837209302324,43
1.8561793045664,6.07191034771679,2387
3.631481481481481,31.78395061728395,324
8.455847953216376,15.81111111111111,342
-10.753846153846155,19.914230769230773,520
-16.604166666666664,62.125,24
0.09535452322738389,26.98007334963326,409
-5.677287066246055,29.584227129337535,634
5.496103896103896,5.450649350649352,462
1.2776447105788424,23.36796407185629,501
16.993061224489804,8.76142857142857,490
-11.864102564102563,28.87583826429981,507
16.652698863636374,24.852130681818185,704
-23.558691206543966,3.3281186094069533,489
23.814604236343357,5.367948717948722,909
-13.470081490104775,26.16408614668218,859
-20.266569767441855,5.959302325581396,344
13.124157303370787,6.517790262172284,534
-16.594886363636363,15.47528409090909,352
-4.852713178294573,26.410465116279074,258
-2.725363196125909,5.2995157384987905,1652
-2.7842809364548486,9.065050167224083,897
17.307291666666668,29.60520833333333,96
-10.69333333333333,15.858115942028986,345
0.22102272727272723,21.285795454545458,530
-13.017890772128057,16.325894538606406,531
3.2652222222222247,7.489777777777779,900
2.1196271929824557,8.389802631578949,912
-10.31793275217933,28.03306351183064,808
17.91972477064219,22.419151376146793,872
-2.0718749999999995,21.263958333333335,480
-14.005333333333333,29.726888888888894,225
